Title,Molecule,Target,pIC50
CHEMBL130098,CN(C)C(=O)n1c(nc(n1)c2ccc(cc2)Cl)SC,Acetylcholinesterase,7.0
CHEMBL336538,CN(C)C(=O)n1c(nc(n1)c2ccc(cc2)OC)SC,Acetylcholinesterase,6.1
CHEMBL335033,CN(C)C(=O)n1c(nc(n1)c2ccc3ccccc3c2)SC,Acetylcholinesterase,7.3
CHEMBL338720,CN(C)C(=O)n1c(nc(n1)c2ccc(cc2)c3ccccc3)SC,Acetylcholinesterase,6.25
CHEMBL131536,CN(c1ccccc1)C(=O)n2c(nc(n2)c3ccc(cc3)Cl)SC,Acetylcholinesterase,5.85
CHEMBL106126,Cc1c(c(=O)on1C(=O)N2CCCC(C2)C)C(C)C,Acetylcholinesterase,4.77
CHEMBL334971,CCSc1nc(nn1C(=O)N(C)c2ccccc2)c3ccc(cc3)OC,Acetylcholinesterase,5.96
CHEMBL130666,CSc1nc(nn1C(=O)N2CCCCC2)c3ccc(cc3)Cl,Acetylcholinesterase,7.59
CHEMBL133388,Cc1ccc(cc1)c2nc(n(n2)C(=O)N(C)C)SC,Acetylcholinesterase,6.1
CHEMBL336524,CCSc1nc(nn1C(=O)N(C)C)c2ccc(cc2)Cl,Acetylcholinesterase,7.25
CHEMBL336276,CCCCCCSc1nc(nn1C(=O)N(C)C)c2ccc(cc2)C,Acetylcholinesterase,6.7
CHEMBL334395,CCCSc1nc(nn1C(=O)N(C)C)c2ccc(cc2)Cl,Acetylcholinesterase,6.52
CHEMBL131320,Cc1ccc(cc1)c2nc(n(n2)C(=O)N(C)C)SCC(F)(F)F,Acetylcholinesterase,6.7
CHEMBL337714,CN(C)C(=O)n1c(nc(n1)c2ccc(cc2)C(F)(F)F)SC,Acetylcholinesterase,6.3
CHEMBL54126,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,Acetylcholinesterase,7.5436363
CHEMBL65667,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NCCCN4CCOCC4)C)C,Acetylcholinesterase,5.42
CHEMBL431519,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NCCCCCCCCCCN4CCOCC4)C)C,Acetylcholinesterase,7.4
CHEMBL154972,c1ccc2c(c1)NC(=C(C#N)C#N)N2CCNCc3ccc(o3)CN4CCCCC4,Acetylcholinesterase,7.14
CHEMBL152722,CN(C)Cc1ccc(o1)CNCCNC(=O)c2cc(c(cc2OC)N)Cl,Acetylcholinesterase,5.51
CHEMBL349127,CN1CCN(CC1)Cc2ccc(o2)CNCCN3CCNC3=C(C#N)C#N,Acetylcholinesterase,5.35
CHEMBL156659,c1ccc2c(c1)[nH]c(=O)n2CCNCc3ccc(o3)CN4CCCCC4,Acetylcholinesterase,5.92
CHEMBL155322,CC1CCCCN1Cc2ccc(o2)CNCCN3CCNC3=C(C#N)C#N,Acetylcholinesterase,6.27
CHEMBL154211,c1cc(oc1CNCCN2CCNC2=C(C#N)C#N)CN3CCCCC3,Acetylcholinesterase,7.52
CHEMBL1203537,CNC(=C(C#N)C#N)NCCNCc1ccc(o1)CN2CCCCC2,Acetylcholinesterase,6.08
CHEMBL345849,c1cc(oc1CNCCN2CCNC2=C(C#N)C#N)CN3CCC(CC3)O,Acetylcholinesterase,6.41
CHEMBL154689,CN(C)Cc1ccc(o1)CNCCN2CCNC2=C(C#N)C#N,Acetylcholinesterase,6.41
CHEMBL346733,CCN(C)Cc1ccc(o1)CNCCN2CCNC2=C(C#N)C#N,Acetylcholinesterase,6.37
CHEMBL1203539,CCN(CC)Cc1ccc(o1)CNCCN2CCNC2=C(C#N)C#N,Acetylcholinesterase,6.22
CHEMBL63173,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NCCCCN4CCOCC4)C)C,Acetylcholinesterase,4.68
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)C3(CCN(C3N2C)C)C,Acetylcholinesterase,7.3053846
CHEMBL292788,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NCCN4CCOCC4)C)C,Acetylcholinesterase,6.16
CHEMBL155392,CNC(=C(C#N)C#N)NCCNCc1ccc(o1)CN(C)C,Acetylcholinesterase,6.2
CHEMBL153311,CC(C)N(Cc1ccc(o1)CNCCNC(=C(C#N)C#N)NC)C(C)C,Acetylcholinesterase,5.68
CHEMBL154263,CC1CCN(CC1)Cc2ccc(o2)CNCCN3CCNC3=C(C#N)C#N,Acetylcholinesterase,6.54
CHEMBL62664,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NCCCCCCCCCCCN4CCOCC4)C)C,Acetylcholinesterase,7.4
CHEMBL155111,c1cc(oc1CNCCN2CCNC2=C(C#N)C#N)CN3CCCC3,Acetylcholinesterase,7.1
CHEMBL1203534,c1cc(oc1CNCCN2CCNC2=C(C#N)C#N)CN3CCC=CC3,Acetylcholinesterase,7.02
CHEMBL64011,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NCCCCCCCCCN4CCOCC4)C)C,Acetylcholinesterase,7.22
CHEMBL65585,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NCCCCCCCCCCCCN4CCOCC4)C)C,Acetylcholinesterase,7.16
CHEMBL347539,CNC(=C(C#N)C#N)NCCNCc1ccc(o1)CN2CCCC2,Acetylcholinesterase,6.55
CHEMBL154433,c1cc(oc1CNCCN2CCNC2=C(C#N)C#N)CN3CCOCC3,Acetylcholinesterase,4.96
CHEMBL157208,c1cc(oc1CNCCN2CCNC2=C(C#N)C#N)CN3CCSCC3,Acetylcholinesterase,5.82
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(o1)CN(C)C,Acetylcholinesterase,5.915
CHEMBL65356,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NCCCCCCN4CCOCC4)C)C,Acetylcholinesterase,6.03
CHEMBL154366,CC1CCCN(C1)Cc2ccc(o2)CNCCN3CCNC3=C(C#N)C#N,Acetylcholinesterase,6.43
CHEMBL153821,CC1CCCC(N1Cc2ccc(o2)CNCCN3CCNC3=C(C#N)C#N)C,Acetylcholinesterase,5.35
CHEMBL94,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NC)C)C,Acetylcholinesterase,7.2264285
CHEMBL303574,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NCCCCCN4CCOCC4)C)C,Acetylcholinesterase,5.12
CHEMBL65018,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NCCCCCCCCN4CCOCC4)C)C,Acetylcholinesterase,7.1
CHEMBL66309,CC12CCN(C1N(c3c2cc(cc3)OC(=O)NCCCCCCCN4CCOCC4)C)C,Acetylcholinesterase,6.42
CHEMBL1203535,COC1CCCN(C1)Cc2ccc(o2)CNCCN3CCNC3=C(C#N)C#N,Acetylcholinesterase,5.48
CHEMBL152260,c1cc(oc1CNCCN2CCNC2=C(C#N)C#N)CN3CCCC(C3)O,Acetylcholinesterase,6.43
CHEMBL1203538,c1cc(oc1CNCCN2CCNC2=C(C#N)C#N)CN3CCCCCC3,Acetylcholinesterase,6.92
CHEMBL95,c1ccc2c(c1)c(c3c(n2)CCCC3)N,Acetylcholinesterase,6.701193
CHEMBL50608,c1ccc(cc1)c2cc(c3ccccc3n2)N,Acetylcholinesterase,4.94
CHEMBL60167,c1ccc-2c(c1)Cc3c2nc4ccccc4c3N,Acetylcholinesterase,6.266667
CHEMBL89012,c1ccc-2c(c1)CCc3c2nc4ccccc4c3N,Acetylcholinesterase,4.98
CHEMBL314800,c1ccc-2c(c1)CSc3c2nc4ccccc4c3N,Acetylcholinesterase,4.73
CHEMBL315013,C[N+]1(CCC(CC1)C(CC(=O)c2cc3cc(c(cc3s2)OC)OC)O)Cc4ccccc4,Acetylcholinesterase,6.7325
CHEMBL314658,C[N+]1(CCC(=CC1)CC(=O)c2cc3cc(c(cc3s2)OC)OC)Cc4ccccc4,Acetylcholinesterase,6.13
CHEMBL87170,COc1cc2cc(sc2cc1OC)C(=O)CCc3cc[n+](cc3)Cc4ccccc4,Acetylcholinesterase,8.34
CHEMBL87959,C[N+]1(CCC(CC1)CCC(=O)c2cc3cc(c(cc3s2)OC)OC)CCOc4ccccc4,Acetylcholinesterase,6.41
CHEMBL87295,CCC[n+]1ccc(cc1)CCC(=O)c2cc3cc(c(cc3s2)OC)OC,Acetylcholinesterase,5.59
CHEMBL82810,COc1cc2cc(sc2cc1OC)C(=O)CCc3cc[n+](cc3)CC4CCC4,Acetylcholinesterase,7.4
CHEMBL88049,C[N+]1(CCC(CC1)CCCCC(=O)c2cc3cc(c(cc3s2)OC)OC)Cc4ccccc4,Acetylcholinesterase,6.96
CHEMBL87128,CC[n+]1ccc(cc1)CCC(=O)c2cc3cc(c(cc3s2)OC)OC,Acetylcholinesterase,6.55
CHEMBL85473,C[N+]1(CCC(CC1)C(c2cc3cc(c(cc3s2)OC)OC)O)Cc4ccccc4,Acetylcholinesterase,4.71
CHEMBL87320,C[N+]1(CCC(CC1)CCC(=O)c2cc3cc(c(cc3s2)OC)OC)CCOC,Acetylcholinesterase,7.28
CHEMBL87280,COc1cc2cc(sc2cc1OC)C(=O)CCc3cc[n+](cc3)Cc4ccc(cc4)C(=O)OC,Acetylcholinesterase,6.0
CHEMBL313809,C[N+]1(CCC(=CC(=O)c2cc3cc(c(cc3s2)OC)OC)CC1)Cc4ccccc4,Acetylcholinesterase,6.28
CHEMBL87849,COc1cc2cc(sc2cc1OC)C(=O)CCc3cc[n+](cc3)Cc4ccc(cc4)F,Acetylcholinesterase,8.59
CHEMBL314398,C[N+]1(CCC(CC1)C(CC(=O)c2cc3cc(c(cc3s2)OC)OC)OC)Cc4ccccc4,Acetylcholinesterase,6.92
CHEMBL87373,COc1cc2cc(sc2cc1OC)C(=O)CCc3cc[n+](cc3)CC4CC4,Acetylcholinesterase,6.96
CHEMBL83005,C[N+]1(CCC(CC1)(CC(=O)c2cc3cc(c(cc3s2)OC)OC)O)Cc4ccccc4,Acetylcholinesterase,7.05
CHEMBL315515,C[N+]1(CCC(CC1)CCC(=O)c2cc3cc(c(cc3s2)OC)OC)CC4CCCCO4,Acetylcholinesterase,7.55
CHEMBL441632,C[n+]1ccc(cc1)CCC(=O)c2cc3cc(c(cc3s2)OC)OC,Acetylcholinesterase,6.05
CHEMBL87937,COCC[n+]1ccc(cc1)CCC(=O)c2cc3cc(c(cc3s2)OC)OC,Acetylcholinesterase,7.52
CHEMBL441808,C[N+]1(CCC(CC1)CCC(CC(=O)c2cc3cc(c(cc3s2)OC)OC)O)Cc4ccccc4,Acetylcholinesterase,6.42
CHEMBL87649,COc1cc2cc(sc2cc1OC)C(=O)CCc3cc[n+](cc3)Cc4ccsc4,Acetylcholinesterase,8.22
CHEMBL192928,CC(C)(C)c1ccc(cc1)C(=O)Nc2c3c(n[nH]2)CN(C3)C(=O)Cc4ccsc4,Aurora-A,8.3
CHEMBL191816,CC(C)(C)c1ccc(cc1)C(=O)Nc2c3c([nH]n2)CN(C3)C(=O)c4ccco4,Aurora-A,7.39
CHEMBL192575,CC(C)(C)c1ccc(cc1)C(=O)Nc2c3c([nH]n2)CN(C3)C(=O)Cc4ccccc4,Aurora-A,6.89
CHEMBL191402,CCc1cccc(c1NC(=O)N2Cc3c([nH]nc3NC(=O)c4ccc(cc4)C(C)(C)C)C2)CC,Aurora-A,7.0
CHEMBL363857,CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c(n[nH]3)CN(C4)C(=O)Cc5ccsc5,Aurora-A,7.19
CHEMBL427170,CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c([nH]n3)CN(C4)C(=O)c5ccco5,Aurora-A,6.8
CHEMBL190252,CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c([nH]n3)CN(C4)C(=O)Cc5ccccc5,Aurora-A,6.8766665
CHEMBL363160,CCc1cccc(c1NC(=O)N2Cc3c([nH]nc3NC(=O)c4ccc(cc4)N5CCN(CC5)C)C2)CC,Aurora-A,7.57
CHEMBL425904,CC(CN(C)C)Oc1ccc(cc1NC(=O)Nc2cnc(cn2)C#N)Cl,Aurora-A,5.49
CHEMBL202926,Cc1ccc(cc1)C(=O)Nc2ncc(cn2)Nc3c4c(ncn3)Oc5ccccc5CN4,Aurora-A,5.43
CHEMBL200535,Cc1ccc(cc1)C(=O)Nc2ncc(cn2)Nc3c4c(ncn3)Oc5ccc(cc5CN4)OC,Aurora-A,5.46
CHEMBL199950,Cc1ccc(cc1)C(=O)Nc2ncc(cn2)Nc3c4c(ncn3)Oc5cc(c(cc5CN4)OC)OC,Aurora-A,5.92
CHEMBL381649,COc1ccc2c(c1)CNc3c(ncnc3O2)Nc4cnc(nc4)NC(=O)c5cccc(c5)F,Aurora-A,5.96
CHEMBL371270,COc1ccc2c(c1)Oc3c(c(ncn3)Nc4cnc(nc4)NC(=O)c5cccc(c5)F)NC2,Aurora-A,6.5
CHEMBL371937,COc1cc2c(cc1OC)Oc3c(c(ncn3)Nc4cnc(nc4)NC(=O)c5cccc(c5)F)NC2,Aurora-A,5.96
CHEMBL199765,COc1ccc2c(c1)Oc3c(c(ncn3)Nc4cnc(nc4)NC(=O)c5ccc(cc5)F)NC2,Aurora-A,6.48
CHEMBL199476,c1ccc(cc1)C(=O)Nc2ncc(cn2)Nc3c4c(ncn3)Oc5ccccc5CN4,Aurora-A,5.72
CHEMBL200395,CCN(CC)c1ccc2c(c1)Oc3c(c(ncn3)Nc4cnc(nc4)NC(=O)c5ccccc5)NC2,Aurora-A,5.3
CHEMBL439512,COc1cc2c(cc1OC)Oc3c(c(ncn3)Nc4cnc(nc4)NC(=O)c5ccccc5)NC2,Aurora-A,6.33
CHEMBL200525,COc1ccc2c(c1)Oc3c(c(ncn3)Nc4cnc(nc4)NC(=O)c5ccccc5)NC2,Aurora-A,6.22
CHEMBL199547,COc1ccc2c(c1)CNc3c(ncnc3O2)Nc4cnc(nc4)NC(=O)c5ccccc5,Aurora-A,6.01
CHEMBL381661,COc1cccc2c1CNc3c(ncnc3O2)Nc4cnc(nc4)NC(=O)c5ccccc5,Aurora-A,5.66
CHEMBL201654,Cc1cnc(s1)Nc2c3cc(c(cc3ncn2)OCCCN4CCOCC4)OC,Aurora-A,7.37
CHEMBL373013,COc1cc2c(cc1OCCCNCCO)ncnc2Nc3ncc(s3)CC(=O)Nc4cccc(c4)F,Aurora-A,8.3
CHEMBL201297,COCCOc1cc2c(cc1OC)c(ncn2)Nc3ncc(s3)CC(=O)Nc4cccc(c4)F,Aurora-A,9.0
CHEMBL203039,COc1cc2c(cc1OCCCN3CCCC3CO)ncnc2Nc4ncc(s4)CC(=O)Nc5ccccc5C(=O)N,Aurora-A,6.35
CHEMBL203422,CN(C)c1cccc(c1)NC(=O)Cc2cnc(s2)Nc3c4cc(c(cc4ncn3)OCCCN5CCCC5CO)OC,Aurora-A,6.32
CHEMBL383448,COc1cccc(c1)NC(=O)Cc2cnc(s2)Nc3c4cc(c(cc4ncn3)OCCCN5CCCC5CO)OC,Aurora-A,6.98
CHEMBL201197,COc1cc2c(cc1OCCCN3CCCC3CO)ncnc2Nc4ncc(s4)CC(=O)Nc5cccc(c5F)F,Aurora-A,8.7
CHEMBL382054,COc1cc2c(cc1OCCCN3CCC(CC3)CO)ncnc2Nc4ncc(s4)CNS(=O)(=O)c5cccc(c5)F,Aurora-A,7.92
CHEMBL201263,COc1cc2c(cc1OCCCN3CCC(CC3)CO)ncnc2Nc4ncc(s4)CNC(=O)c5cccc(c5)F,Aurora-A,6.96
CHEMBL424850,CC(C)CCNC(=O)Cc1cnc(s1)Nc2c3cc(c(cc3ncn2)OCCCN4CCOCC4)OC,Aurora-A,6.8
CHEMBL202026,CCN(c1ccccc1)C(=O)Cc2cnc(s2)Nc3c4cc(c(cc4ncn3)OCCCN5CCOCC5)OC,Aurora-A,7.26
CHEMBL202502,COc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4ncc(o4)CC(=O)Nc5cccc(c5)F,Aurora-A,6.33
CHEMBL382804,COc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4nc(cs4)CC(=O)Nc5cccc(c5)F,Aurora-A,6.24
CHEMBL202567,COc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4ncc(s4)C(=O)Nc5ccc(cc5)F,Aurora-A,9.0
CHEMBL201655,CCCCc1cnc(s1)Nc2c3cc(c(cc3ncn2)OCCCN4CCOCC4)OC,Aurora-A,8.22
CHEMBL204090,CC(=O)N1Cc2c(n[nH]c2NC(=O)c3ccccc3)C1,Aurora-A,5.51
CHEMBL383104,CCCCNC(=O)N1Cc2c(n[nH]c2NC(=O)Cc3ccc(cc3)N4CCCC4)C1,Aurora-A,5.38
CHEMBL205167,CC(=O)N1Cc2c(n[nH]c2NC(=O)Cc3ccccc3)C1,Aurora-A,5.64
CHEMBL439514,CC(C)NC(=O)N1Cc2c(n[nH]c2NC(=O)c3ccc4c(c3)OCO4)C1,Aurora-A,6.41
CHEMBL204087,CC(C)C(=O)N1Cc2c(n[nH]c2NC(=O)c3ccc4c(c3)OCO4)C1,Aurora-A,6.8
CHEMBL204555,Cc1ccc(cc1)C(=O)Nc2c3c(n[nH]2)CN(C3)C(=O)c4cccc5c4nccc5,Aurora-A,6.36
CHEMBL203714,CC(=O)N1Cc2c(n[nH]c2NC(=O)c3cccc(c3)F)C1,Aurora-A,5.31
CHEMBL202793,CC(=O)N1Cc2c(n[nH]c2NC(=O)c3ccc(cc3)C#N)C1,Aurora-A,5.07
CHEMBL204383,CC(=O)N1Cc2c(n[nH]c2NC(=O)c3ccc(cc3)OC)C1,Aurora-A,6.18
CHEMBL382416,Cc1ccc(cc1)C(=O)Nc2c3c(n[nH]2)CN(C3)C(=O)C,Aurora-A,5.67
CHEMBL382590,COc1cc2c(cc1OC)ncnc2Nc3ccc(cc3)NC(=O)c4ccccc4,Aurora-A,6.443333
CHEMBL204318,CCCCC(=O)Nc1ncc(cn1)Nc2c3cc(c(cc3ncn2)OCCCN4CCOCC4)OC,Aurora-A,7.77
CHEMBL203507,COc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4cnc(nc4)NC(=O)c5ccncc5,Aurora-A,6.16
CHEMBL206374,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)Nc2ncc(cn2)Nc3c4cc(c(cc4ncn3)OCCCN5CCOCC5)OC,Aurora-A,5.41
CHEMBL204217,CCc1ccc(cc1)C(=O)Nc2ncc(cn2)Nc3c4cc(c(cc4ncn3)OCCCN5CCOCC5)OC,Aurora-A,7.07
CHEMBL203007,Cc1ccc(cc1Br)C(=O)Nc2ncc(cn2)Nc3c4cc(c(cc4ncn3)OCCCN5CCOCC5)OC,Aurora-A,7.16
CHEMBL382667,COc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4cnc(nc4)NC(=O)c5ccc(c(c5)Cl)F,Aurora-A,9.82
CHEMBL206266,COc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4ncc(cn4)NC(=O)c5ccccc5,Aurora-A,6.2
CHEMBL381724,COc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4cnc(nc4)NC(=O)c5ccccc5,Aurora-A,8.52
CHEMBL202721,COc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4ccc(cc4)NC(=O)c5ccccc5,Aurora-A,6.877143
CHEMBL203945,COc1cc2c(cc1OCCCN3CCCCC3)ncnc2Nc4cnc(nc4)NC(=O)c5cccc(c5)Cl,Aurora-A,9.1
CHEMBL384575,CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c([nH]n3)CN(C4)C(=O)C(c5ccccc5)OC,Aurora-A,6.45
CHEMBL217748,CC(c1ccccc1)C(=O)N2Cc3c([nH]nc3NC(=O)c4ccc(cc4)N5CCN(CC5)C)C2,Aurora-A,6.35
CHEMBL402548,CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c(n[nH]3)CN(C4)C(=O)C(c5ccccc5)OC,ABL1,7.85
CHEMBL385872,CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c([nH]n3)CN(C4)C(=O)C(c5ccccc5)O,Aurora-A,8.22
CHEMBL385266,CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c([nH]n3)CN(C4)C(=O)C(c5ccccc5)F,Aurora-A,8.05
CHEMBL264903,COc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4cnc(nc4)NC(=O)c5ccc(c(c5)Br)Cc6ccccc6,Aurora-A,7.16
CHEMBL427212,COc1cc2c(cc1OCC(CN3CCCCC3)O)ncnc2Nc4cnc(nc4)NC(=O)c5ccccc5,Aurora-A,9.1
CHEMBL214755,CCCN(CCC)S(=O)(=O)c1ncc(cn1)C(=O)Nc2ncc(cn2)Nc3c4cc(c(cc4ncn3)OCCCN5CCOCC5)OC,Aurora-A,5.41
CHEMBL253116,CC(CO)NC(=N)c1c(=O)[nH]sc1Nc2ccc(cc2)Nc3ccccc3,Aurora-A,6.58
CHEMBL385744,c1cc(ccc1Nc2ncc3ccn(c3n2)C4CCCCC4)N5CCOCC5,Aurora-A,7.31
CHEMBL214913,COCCN1CCN(CC1)c2ccc(cc2)Nc3ncc4ccn(c4n3)C5CCCCC5,Aurora-A,8.22
CHEMBL215116,c1cc(cc(c1)Nc2ncc3ccn(c3n2)C4CCCCC4)CC(=O)O,Aurora-A,9.22
CHEMBL215117,c1cc(ccc1Nc2ncc3ccn(c3n2)C4CCCCC4)N5CCS(=O)(=O)CC5,Aurora-A,7.92
CHEMBL214609,CN1CCN(CC1)c2ccc(cc2)Nc3ncc4ccn(c4n3)C5CC6CCC5C6,Aurora-A,7.41
CHEMBL385013,CN1CCN(CC1)c2ccc(cc2)Nc3ncc4ccn(c4n3)c5cccc(c5)OC,Aurora-A,7.75
CHEMBL213770,CN1CCN(CC1)c2ccc(cc2)Nc3ncc4ccn(c4n3)c5cccnc5,Aurora-A,7.89
CHEMBL214329,CN1CCN(CC1)c2ccc(cc2)Nc3ncc4ccn(c4n3)C5CCCCC5,Aurora-A,7.33
CHEMBL385945,CN1CCN(CC1)c2ccc(cc2)Nc3ncc4ccn(c4n3)c5cccc(c5)S(=O)(=O)C,Aurora-A,8.05
CHEMBL387267,CN1CCN(CC1)c2ccc(cc2)Nc3ncc4ccn(c4n3)C5Cc6ccccc6C5,Aurora-A,7.75
CHEMBL201511,COc1cc(cc(c1OC)OC)C2=C(C(=O)NC2=O)c3c[nH]c4c3cccc4,ABL1,4.03
CHEMBL383899,c1cc(cc(c1)Nc2ccnc(n2)Nc3cccc(c3)NC(=O)C4CC4)C(F)(F)F,Aurora-A,7.38
CHEMBL216260,c1cc(cc(c1)Nc2nccc(n2)Nc3cccc(c3)NC(=O)C4CC4)C(F)(F)F,Aurora-A,6.03
CHEMBL373882,CNc1ncnc(n1)c2cccnc2Oc3ccc(c(c3)C(=O)Nc4cc(ccc4N(C)CCCN(C)C)C(F)(F)F)F,ABL1,5.89
CHEMBL126077,c1ccc2c(c1)c(c([nH]2)O)c3c(c4ccccc4[nH]3)N=O,Aurora-A,5.4
CHEMBL373834,c1ccc2c(c1)c(c([nH]2)c3c4cccc(c4[nH]c3O)Br)N=O,Aurora-A,4.0
CHEMBL212174,c1ccc2c(c1)c(c([nH]2)c3c4cccc(c4[nH]c3O)F)N=O,Aurora-A,5.7
CHEMBL438485,c1cc(ccc1c2ccc(cc2)O)c3c4c([nH]n3)-c5ccc(cc5C4)C(=O)NC6CCC(CC6)O,Aurora-A,5.09
CHEMBL398606,CC(C)NCc1ccc(cc1)Nc2cc([nH]n2)c3ccc(cc3)c4ccc(cc4O)O,ABL1,5.96
CHEMBL392525,CN(C)c1ccc(cc1)c2[nH]c3c(n2)c(c(cn3)Cl)N4CCN(CC4)CC(=O)Nc5nccs5,Aurora-A,7.38
CHEMBL412173,CN(C)c1ccc(cc1)c2[nH]c3c(n2)c(ccn3)N4CCN(CC4)CC(=O)Nc5nccs5,Aurora-A,6.06
CHEMBL237369,CN(C)c1ccc(cc1)c2[nH]c3c(n2)c(ccn3)Cl,Aurora-A,5.62
CHEMBL391394,Cc1ccnc2c1nc([nH]2)c3ccc(cc3)N(C)C,Aurora-A,5.16
CHEMBL237573,CN(C)c1ccc(cc1)c2[nH]c3c(n2)c(c(cn3)Cl)Cl,Aurora-A,6.6
CHEMBL394674,CC(=O)c1cccc(c1)c2cc3c([nH]c(n3)c4ccc(cc4)N(C)C)nc2,Aurora-A,5.05
CHEMBL395839,CN(C)c1ccc(cc1)c2[nH]c3c(n2)cc(cn3)c4ccc(cc4)OC,Aurora-A,4.7
CHEMBL237145,Cc1cc2c([nH]c(n2)c3ccc(cc3)N(C)C)nc1,Aurora-A,5.16
CHEMBL371694,CC(C)(C)c1[nH]c(c(n1)c2ccc(cc2)F)c3ccncc3,B-raf,6.05
CHEMBL200259,c1ccc(cc1)c2[nH]c(c(n2)c3ccncc3)c4cccc(c4)CO,B-raf,5.8
CHEMBL68215,c1ccc(cc1)c2[nH]c(c(n2)c3ccncc3)c4ccc(cc4)O,B-raf,6.47
CHEMBL200863,CC(C)(CNC(=O)Nc1ccc(cc1)Cl)c2[nH]c(c(n2)c3ccc(c(c3)O)Cl)c4ccncc4,B-raf,7.89
CHEMBL381447,CC(C)(CNS(=O)(=O)C)c1[nH]c(c(n1)c2ccc(c(c2)O)Cl)c3ccncc3,B-raf,7.85
CHEMBL426476,CN(C)CCCNC(=O)c1[nH]c(c(n1)c2ccc(c(c2)O)Cl)c3ccncc3,B-raf,7.4
CHEMBL200889,CC(C)(CN)c1[nH]c(c(n1)c2ccc(c(c2)O)Cl)c3ccncc3,B-raf,8.22
CHEMBL200320,c1cc(ccc1CN)c2[nH]c(c(n2)c3ccc(c(c3)O)Cl)c4ccncc4,B-raf,8.1
CHEMBL200118,c1cc(c(cc1c2c(nc[nH]2)c3ccncc3)O)Cl,B-raf,7.48
CHEMBL371952,c1cc(oc1)c2[nH]c(c(n2)c3ccncc3)c4ccc(c(c4)O)Cl,B-raf,7.89
CHEMBL381250,c1cc(cnc1)c2[nH]c(c(n2)c3ccncc3)c4ccc(c(c4)O)Cl,B-raf,8.22
CHEMBL200172,CC(C)(C)c1[nH]c(c(n1)c2ccc(c(c2)O)Cl)c3ccncc3,B-raf,7.92
CHEMBL373011,c1ccc(cc1)c2[nH]c(c(n2)c3ccc(c(c3)O)Cl)c4ccncc4,B-raf,8.0
CHEMBL200114,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3cc(c(c(c3)OC)OC)OC,B-raf,5.45
CHEMBL1336,CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,ABL1,7.01
CHEMBL274738,CC(=O)Nc1cccc(c1)c2cncc(n2)NCc3ccc(c(c3)Cl)F,B-raf,4.285
CHEMBL199588,CC(=O)Nc1cccc(c1)c2cncc(n2)NCc3ccoc3,B-raf,4.48
CHEMBL440761,CC(=O)Nc1cccc(c1)c2cncc(n2)NCc3cccc(c3)F,B-raf,5.1
CHEMBL198400,CC(=O)Nc1cccc(c1)c2cncc(n2)NCCOc3ccc(cc3)OC,B-raf,4.33
CHEMBL200964,CC(=O)Nc1cccc(c1)c2cncc(n2)NCCOc3ccccc3,B-raf,4.335
CHEMBL372149,CC(=O)Nc1cccc(c1)c2cncc(n2)NCCc3ccccc3,B-raf,4.35
CHEMBL199800,CC(=O)Nc1cccc(c1)c2cncc(n2)NCc3ccccc3,B-raf,4.75
CHEMBL382262,Cc1cc(n[nH]1)CNc2cncc(n2)c3cccc(c3)NC(=O)C,B-raf,4.8
CHEMBL201625,Cc1cc(no1)CNc2cncc(n2)c3cccc(c3)NC(=O)C,B-raf,4.9
